,0
2016-11-16,0.04820523488312922
2016-11-17,0.04679972712825815
2016-11-18,-7.283140231062772e-05
2016-11-21,920.2689023462791
2016-11-22,0.10395224703762293
2016-11-23,-0.0602878158059595
2016-11-24,0.0
2016-11-25,0.13335814954756206
2016-11-28,-0.08013173804285442
2016-11-29,-0.02794990117702383
2016-11-30,-0.0032446523682301376
2016-12-01,0.003961194970654072
2016-12-02,0.012220594079155888
2016-12-05,0.06434605409982642
2016-12-06,0.007663791995722103
2016-12-07,0.024561348368435366
2016-12-08,0.009655189799435148
2016-12-09,0.07354421676465547
2016-12-12,0.03805824599792007
2016-12-13,-0.055952041446104286
2016-12-14,-0.02041547405439851
2016-12-15,-0.01516955979873471
2016-12-16,0.04110374081443605
2016-12-19,0.023215673800391662
2016-12-20,0.011659030056088539
2016-12-21,0.007279472425923178
2016-12-22,0.0012778357769552737
2016-12-23,0.014944810670973249
2016-12-26,0.0
2016-12-27,0.003649052336948492
2016-12-28,-0.04941566722769949
2016-12-29,-0.0043295301092694674
